,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
693,2018-12-03,19:00,2018-12-04,03:00,4.3,,SGSIN,SARTA,BeginOfSeaPassage,0.0,0.0,38.0,Maneuvering,4200.0,1.0,North,103.0,East,0.2,0.0,0.2,4.8,0.0,4.8,0.0,0.9,247.8595,4.3,256.8281,18.3726,0.4983,0.3764,vessel_2
694,2018-12-04,04:00,2018-12-04,12:00,9.0,,SGSIN,SARTA,NoonSea,0.0,0.0,131.0,Sailing,12540.0,2.0,North,101.0,East,0.0,0.0,0.0,20.6,0.0,20.6,0.0,1.4,170.2195,9.0,226.6666,68.508,1.918,1.4036,vessel_2
695,2018-12-05,04:00,2018-12-05,12:00,24.0,,SGSIN,SARTA,NoonSea,0.0,0.0,355.0,Sailing,12350.0,6.0,North,97.0,East,0.0,0.0,0.0,57.3,0.0,57.3,0.0,3.4,180.2845,24.0,227.7832,189.0198,5.2918,3.8727,vessel_2
696,2018-12-06,05:00,2018-12-06,12:00,25.0,,SGSIN,SARTA,NoonSea,0.0,0.0,378.0,Sailing,12400.0,6.0,North,91.0,East,0.0,0.0,0.0,59.1,0.0,59.1,0.0,3.5,177.7902,25.0,225.1034,194.9364,5.4575,3.9939,vessel_2
697,2018-12-07,05:00,2018-12-07,12:00,24.0,,SGSIN,SARTA,NoonSea,0.0,0.0,344.0,Sailing,12030.0,5.0,North,85.0,East,1.4,0.0,1.4,55.9,0.0,55.9,0.0,3.7,180.5581,24.0,217.2868,189.954,5.2056,3.8918,vessel_2
698,2018-12-08,06:00,2018-12-08,12:00,25.0,,SGSIN,SARTA,NoonSea,0.0,0.0,381.0,Sailing,12160.0,6.0,North,79.0,East,12.9,0.0,12.9,59.0,0.0,59.0,0.0,6.8,180.9924,25.0,234.8698,245.0718,5.8253,5.0211,vessel_2
699,2018-12-09,06:00,2018-12-09,12:00,24.0,,SGSIN,SARTA,NoonSea,0.0,0.0,352.0,Sailing,12050.0,10.0,North,75.0,East,11.6,0.0,11.6,55.4,0.0,55.4,0.0,6.5,178.6461,24.0,241.0224,228.879,5.4764,4.6893,vessel_2
700,2018-12-10,06:00,2018-12-10,12:00,24.0,,SGSIN,SARTA,NoonSea,0.0,0.0,333.0,Sailing,10560.0,14.0,North,72.0,East,0.0,0.0,0.0,50.0,0.0,50.0,0.0,3.2,183.9827,24.0,214.3842,165.6648,4.638,3.3942,vessel_2
701,2018-12-11,07:00,2018-12-11,12:00,25.0,,SGSIN,SARTA,NoonSea,0.0,0.0,347.0,Sailing,10645.0,19.0,North,69.0,East,0.0,0.0,0.0,52.1,0.0,52.1,0.0,3.3,182.572,25.0,208.6431,172.5156,4.8298,3.5345,vessel_2
702,2018-12-12,07:00,2018-12-12,12:00,24.0,,SGSIN,SARTA,NoonSea,0.0,0.0,322.0,Sailing,10460.0,23.0,North,65.0,East,0.0,0.0,0.0,49.7,0.0,49.7,0.0,3.4,184.6271,24.0,227.7832,165.3534,4.6293,3.3878,vessel_2
703,2018-12-13,08:00,2018-12-13,12:00,25.0,,SGSIN,SARTA,NoonSea,0.0,0.0,338.0,Sailing,10420.0,24.0,North,59.0,East,0.0,0.0,0.0,50.4,0.0,50.4,0.0,3.3,180.4284,25.0,212.2404,167.2218,4.6816,3.4261,vessel_2
704,2018-12-14,08:00,2018-12-14,12:00,24.0,,SGSIN,SARTA,NoonSea,0.0,0.0,339.0,Sailing,10440.0,26.0,North,53.0,East,0.0,0.0,0.0,49.1,0.0,49.1,0.0,3.4,182.7476,24.0,231.7794,163.485,4.577,3.3495,vessel_2
705,2018-12-14,23:24,2018-12-15,02:24,15.4,,SGSIN,SARTA,EndOfSeaPassage,0.0,0.0,182.0,Sailing,10000.0,27.0,North,50.0,East,0.0,0.0,0.0,28.1,0.0,28.1,0.0,2.0,170.164,15.4,212.4792,93.7314,2.6241,1.9204,vessel_2
706,2018-12-15,03:24,2018-12-15,06:24,4.0,,SGSIN,SARTA,StoppageArrival,0.0,0.0,24.0,Maneuvering,3500.0,27.0,North,50.0,East,0.5,0.0,0.5,2.0,0.0,2.0,0.0,0.6,133.2245,4.0,211.948,9.6534,0.2301,0.1978,vessel_2
709,2018-12-15,21:42,2018-12-16,00:42,6.2,,SARTA,CNDLC,Arrival,0.0,0.0,26.0,Maneuvering,3000.0,26.0,North,50.0,East,1.2,0.0,1.2,2.4,0.0,2.4,0.0,1.4,186.5143,4.0,210.5806,15.57,0.3396,0.319,vessel_2
713,2018-12-17,20:30,2018-12-17,23:30,3.5,1804,SARTA,CNDLC,BeginOfSeaPassage,270144.0,0.8997,23.0,Maneuvering,3000.0,27.0,North,50.0,East,0.6,0.0,0.6,3.2,0.0,3.2,0.0,0.6,284.2122,3.5,216.0397,13.7016,0.3354,0.2807,vessel_2
714,2018-12-18,09:00,2018-12-18,12:00,12.5,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,166.0,Sailing,14340.0,26.0,North,53.0,East,0.0,0.0,0.0,34.3,0.0,34.3,0.0,1.7,178.4502,12.5,211.3828,112.104,3.1385,2.2968,vessel_2
715,2018-12-19,08:00,2018-12-19,12:00,23.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,303.0,Sailing,14280.0,25.0,North,57.0,East,0.0,0.0,0.0,62.5,0.0,62.5,0.0,3.3,177.4623,23.0,223.0062,204.9012,5.7364,4.198,vessel_2
716,2018-12-20,08:00,2018-12-20,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,322.0,Sailing,15500.0,24.0,North,63.0,East,0.0,0.0,0.0,70.0,0.0,70.0,0.0,3.3,175.4838,24.0,213.7142,228.2562,6.3903,4.6765,vessel_2
717,2018-12-21,07:00,2018-12-21,12:00,23.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,321.0,Sailing,15550.0,21.0,North,67.0,East,0.0,0.0,0.0,67.9,0.0,67.9,0.0,3.3,177.049,23.0,230.696,221.7168,6.2072,4.5426,vessel_2
718,2018-12-22,07:00,2018-12-22,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,331.0,Sailing,15500.0,16.0,North,71.0,East,0.0,0.0,0.0,69.9,0.0,69.9,0.0,3.3,175.2331,24.0,213.7142,227.9448,6.3816,4.6702,vessel_2
719,2018-12-23,06:00,2018-12-23,12:00,23.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,312.0,Sailing,15400.0,12.0,North,73.0,East,0.0,0.0,0.0,68.2,0.0,68.2,0.0,3.2,179.5634,23.0,216.2484,222.3396,6.2247,4.5553,vessel_2
720,2018-12-24,06:00,2018-12-24,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,322.0,Sailing,15600.0,7.0,North,76.0,East,0.0,0.0,0.0,71.2,0.0,71.2,0.0,3.3,177.348,24.0,217.3365,231.993,6.4949,4.7531,vessel_2
721,2018-12-25,05:00,2018-12-25,12:00,23.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,282.0,Sailing,14500.0,5.0,North,80.0,East,0.0,0.0,0.0,65.8,0.0,65.8,0.0,3.3,183.9976,23.0,228.7243,215.1774,6.0241,4.4086,vessel_2
722,2018-12-26,05:00,2018-12-26,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,317.0,Sailing,14580.0,5.0,North,85.0,East,0.0,0.0,0.0,66.8,0.0,66.8,0.0,3.3,178.0286,24.0,210.2107,218.2914,6.1113,4.4724,vessel_2
723,2018-12-27,04:00,2018-12-27,12:00,23.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,301.0,Sailing,14500.0,6.0,North,90.0,East,0.0,0.0,0.0,50.72,0.0,64.5,0.0,3.3,181.7514,23.0,221.4987,211.1292,5.9108,3.6774,vessel_2
724,2018-12-28,04:00,2018-12-28,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,311.0,Sailing,15450.0,6.0,North,96.0,East,0.0,0.0,0.0,69.9,0.0,69.9,0.0,3.31,177.522,24.0,209.4787,227.9759,6.3824,3.7923,vessel_2
725,2018-12-29,04:00,2018-12-29,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,310.0,Sailing,14600.0,3.0,North,100.0,East,1.1,0.0,1.1,63.9,0.0,63.9,0.0,3.5,171.7321,24.0,208.6055,213.309,5.8835,3.5483,vessel_2
726,2018-12-29,06:48,2018-12-29,14:48,2.8,1804,SARTA,CNDLC,EndOfSeaPassage,270144.0,0.8997,35.0,Sailing,12100.0,3.0,North,100.0,East,0.0,0.0,0.0,8.1,0.0,8.1,0.0,0.6,225.142,2.8,272.6945,27.0918,0.7585,0.4507,vessel_2
727,2018-12-30,04:00,2018-12-30,12:00,21.2,1804,SARTA,CNDLC,NoonRiver,270144.0,0.8997,238.0,Maneuvering,10400.0,1.0,North,103.0,East,0.4,0.0,0.4,43.0,0.0,43.0,0.0,3.9,183.6598,21.2,234.1056,147.2922,4.0915,2.4501,vessel_2
728,2018-12-30,10:36,2018-12-30,18:36,6.6,1804,SARTA,CNDLC,BeginOfSeaPassage,270144.0,0.8997,63.0,Maneuvering,6650.0,1.0,North,104.0,East,0.6,0.0,0.6,10.5,0.0,10.5,0.0,1.5,225.2883,6.6,267.5298,39.2364,1.0503,0.6527,vessel_2
729,2018-12-31,04:00,2018-12-31,12:00,17.4,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,225.0,Sailing,14000.0,2.0,North,107.0,East,0.0,0.0,0.0,48.2,0.0,48.2,0.0,2.6,186.3308,17.4,221.7783,158.1912,4.4287,2.6314,vessel_2
730,2019-01-01,04:00,2019-01-01,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,227.0,Sailing,12200.0,4.0,North,110.0,East,0.0,0.0,0.0,58.7,0.0,58.7,0.0,3.3,188.7913,24.0,219.4651,193.068,5.4052,3.2116,vessel_2
731,2019-01-02,04:00,2019-01-02,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,324.0,Sailing,14220.0,7.0,North,115.0,East,0.0,0.0,0.0,66.2,0.0,66.2,0.0,3.3,182.6678,24.0,215.8074,216.423,6.059,3.6001,vessel_2
733,2019-01-03,04:00,2019-01-03,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,324.0,Sailing,14600.0,11.0,North,118.0,East,0.0,0.0,0.0,66.1,0.0,66.1,0.0,3.3,177.6447,24.0,212.2696,216.1116,6.0503,3.5949,vessel_2
735,2019-01-04,04:00,2019-01-04,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,311.0,Sailing,14500.0,16.0,North,118.0,East,0.0,0.0,0.0,66.0,0.0,66.0,0.0,3.3,178.5992,24.0,208.8459,215.8002,6.0416,3.5897,vessel_2
737,2019-01-05,04:00,2019-01-05,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,313.0,Sailing,14850.0,21.0,North,121.0,East,0.0,0.0,0.0,66.5,0.0,66.5,0.0,3.3,175.7109,24.0,212.2696,217.3572,6.0852,3.6156,vessel_2
739,2019-01-06,04:00,2019-01-06,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,324.0,Sailing,14600.0,25.0,North,123.0,East,0.0,0.0,0.0,65.9,0.0,65.9,0.0,3.3,177.1072,24.0,215.8074,215.4888,6.0329,3.5846,vessel_2
741,2019-01-07,04:00,2019-01-07,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,293.0,Sailing,14400.0,30.0,North,125.0,East,1.9,0.0,1.9,64.3,0.0,64.3,0.0,3.2,175.2073,24.0,193.1702,216.1116,5.8977,3.5949,vessel_2
743,2019-01-08,04:00,2019-01-08,12:00,24.0,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,282.0,Sailing,13470.0,34.0,North,124.0,East,0.0,0.0,0.0,59.1,0.0,59.1,0.0,3.2,172.1565,24.0,209.2678,194.0022,5.4313,3.2271,vessel_2
744,2019-01-09,00:12,2019-01-09,08:12,20.2,1804,SARTA,CNDLC,BeginFuelChangeOver,270144.0,0.8997,227.0,Sailing,11600.0,37.0,North,123.0,East,0.0,0.0,0.0,47.0,0.0,47.0,0.0,2.4,188.8876,20.2,186.4762,153.8316,4.3067,2.5589,vessel_2
745,2019-01-09,01:54,2019-01-09,09:54,1.7,1804,SARTA,CNDLC,EndFuelChangeOver,270144.0,0.8997,22.0,Sailing,11600.0,38.0,North,123.0,East,0.3,0.3,0.0,2.0,2.0,0.0,0.2,0.0,101.4219,1.7,196.0823,8.015,0.1803,0.002,vessel_2
746,2019-01-09,04:00,2019-01-09,12:00,2.1,1804,SARTA,CNDLC,NoonSea,270144.0,0.8997,25.0,Sailing,11600.0,38.0,North,122.0,East,0.0,0.0,0.0,3.9,3.9,0.0,1.4,0.0,160.1017,2.1,1111.1332,16.9918,0.4343,0.0042,vessel_2
747,2019-01-09,07:48,2019-01-09,15:48,3.8,1804,SARTA,CNDLC,EndOfSeaPassage,270144.0,0.8997,43.0,Sailing,10650.0,38.0,North,122.0,East,0.3,0.3,0.0,7.8,7.8,0.0,0.5,0.0,192.7392,3.8,263.1631,27.5716,0.6802,0.0069,vessel_2
748,2019-01-09,10:36,2019-01-09,18:36,2.8,1804,SARTA,CNDLC,StoppageArrival,270144.0,0.8997,13.0,Maneuvering,3000.0,38.0,North,122.0,East,0.4,0.4,0.0,1.5,1.5,0.0,0.4,0.0,178.575,2.8,238.1,7.3738,0.1557,0.0018,vessel_2
750,2019-01-10,04:00,2019-01-10,12:00,3.8,1804,SARTA,CNDLC,NoonRiver,270144.0,0.8997,11.0,Maneuvering,3000.0,38.0,North,121.0,East,1.4,1.4,0.0,2.2,2.2,0.0,0.6,0.0,192.9863,3.8,242.9198,13.4652,0.2295,0.0034,vessel_2
751,2019-01-10,07:12,2019-01-10,15:12,3.2,1804,CNDLC,AOMAL,Arrival,270144.0,0.8997,0.0,Maneuvering,1200.0,38.0,North,121.0,East,1.2,1.2,0.0,0.4,0.4,0.0,0.6,0.0,333.34,1.0,264.0898,7.0532,0.082,0.0018,vessel_2
755,2019-01-13,04:00,2019-01-13,12:00,2.2,1805,CNDLC,AOMAL,NoonRiver,0.0,0.0,16.0,Maneuvering,3010.0,38.0,North,121.0,East,0.8,0.8,0.0,1.5,1.5,0.0,0.3,0.0,226.1867,2.2,170.2055,8.3356,0.1475,0.0029,vessel_2
756,2019-01-13,05:42,2019-01-13,13:42,1.7,1805,CNDLC,AOMAL,StoppageArrival,0.0,0.0,16.0,Maneuvering,2350.0,38.0,North,122.0,East,0.2,0.2,0.0,0.7,0.7,0.0,0.2,0.0,174.963,1.7,167.8217,3.5266,0.0738,0.0012,vessel_2
758,2019-01-13,15:36,2019-01-13,23:36,0.9,1805,CNDLC,AOMAL,BeginOfSeaPassage,0.0,0.0,3.0,Maneuvering,2500.0,38.0,North,122.0,East,0.0,0.0,0.0,0.5,0.5,0.0,0.2,0.0,221.8975,0.9,291.9704,2.2442,0.0574,0.0008,vessel_2
759,2019-01-14,04:00,2019-01-14,12:00,12.4,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,164.0,Sailing,11200.0,36.0,North,124.0,East,0.0,0.0,0.0,14.8,7.71,14.8,0.0,0.8,155.7889,12.4,181.7859,75.2203,2.041,0.8175,vessel_2
761,2019-01-15,04:00,2019-01-15,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,310.0,Sailing,9450.0,32.0,North,125.0,East,0.0,0.0,0.0,42.3,0.0,42.3,0.0,3.2,175.6354,24.0,228.2921,141.687,3.9667,2.3569,vessel_2
763,2019-01-16,04:00,2019-01-16,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,321.0,Sailing,10560.0,27.0,North,124.0,East,0.0,0.0,0.0,47.5,0.0,47.5,0.0,3.1,176.4954,24.0,221.158,157.5684,4.4113,2.6211,vessel_2
765,2019-01-17,04:00,2019-01-17,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,320.0,Sailing,10780.0,22.0,North,124.0,East,0.0,0.0,0.0,48.0,0.0,48.0,0.0,3.1,174.7133,24.0,217.2087,159.1254,4.4549,2.647,vessel_2
767,2019-01-18,04:00,2019-01-18,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,311.0,Sailing,8000.0,19.0,North,119.0,East,0.0,0.0,0.0,37.0,0.0,37.0,0.0,3.3,181.4744,24.0,219.4651,125.4942,3.5134,2.0875,vessel_2
769,2019-01-19,04:00,2019-01-19,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,322.0,Sailing,11300.0,15.0,North,115.0,East,0.0,0.0,0.0,48.2,0.0,48.2,0.0,3.3,167.3679,24.0,219.4651,160.371,4.4898,2.6677,vessel_2
771,2019-01-20,04:00,2019-01-20,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,331.0,Sailing,11300.0,11.0,North,111.0,East,0.0,0.0,0.0,48.2,0.0,48.2,0.0,3.3,167.3679,24.0,217.6209,160.371,4.4898,2.6677,vessel_2
773,2019-01-21,04:00,2019-01-21,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,330.0,Sailing,10300.0,7.0,North,108.0,East,0.0,0.0,0.0,47.1,0.0,47.1,0.0,3.2,179.4268,24.0,212.8147,156.6342,4.3852,2.6055,vessel_2
775,2019-01-22,04:00,2019-01-22,12:00,24.0,1805,CNDLC,AOMAL,NoonSea,0.0,0.0,311.0,Sailing,10100.0,3.0,North,105.0,East,0.0,0.0,0.0,46.8,0.0,46.8,0.0,3.4,181.8143,24.0,226.1156,156.3228,4.3764,2.6004,vessel_2
776,2019-01-22,16:00,2019-01-23,00:00,12.0,1805,CNDLC,AOMAL,EndOfSeaPassage,0.0,0.0,131.0,Sailing,9004.0,1.0,North,104.0,East,0.5,0.0,0.5,18.0,0.0,18.0,0.0,2.0,156.8811,12.0,261.5847,63.837,1.747,1.0619,vessel_2
777,2019-01-22,20:12,2019-01-23,04:12,4.2,1805,CNDLC,AOMAL,StoppageArrival,0.0,0.0,36.0,Maneuvering,3110.0,1.0,North,104.0,East,1.3,0.0,1.3,2.1,0.0,2.1,0.0,1.0,151.3995,4.2,273.4335,13.7016,0.2792,0.2279,vessel_2
781,2019-01-25,03:36,2019-01-25,11:36,4.2,1901,CNDLC,AOMAL,BeginOfSeaPassage,0.0,0.0,43.0,Maneuvering,5100.0,1.0,North,103.0,East,0.3,0.0,0.3,4.7,0.0,4.7,0.0,0.8,206.6299,4.2,252.6371,18.0612,0.4816,0.3004,vessel_2
782,2019-01-25,04:00,2019-01-25,12:00,0.4,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,5.5,Sailing,5400.0,1.0,North,103.0,East,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.1,217.9873,0.4,362.1942,1.8684,0.0523,0.0311,vessel_2
784,2019-01-26,04:00,2019-01-26,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,338.0,Sailing,10560.0,4.0,North,99.0,East,0.0,0.0,0.0,47.1,0.0,47.1,0.0,3.5,175.0091,24.0,176.3492,157.5684,4.4113,2.6211,vessel_2
786,2019-01-27,05:00,2019-01-27,12:00,25.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,367.0,Sailing,10380.0,5.0,North,93.0,East,0.0,0.0,0.0,49.3,0.0,49.3,0.0,3.3,178.9058,25.0,208.9161,163.7964,4.5857,2.7247,vessel_2
788,2019-01-28,05:00,2019-01-28,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,308.0,Sailing,10250.0,2.0,North,90.0,East,0.0,0.0,0.0,47.0,0.0,47.0,0.0,3.3,179.9192,24.0,215.8074,156.6342,4.3852,2.6055,vessel_2
790,2019-01-29,06:00,2019-01-29,12:00,25.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,275.0,Sailing,9200.0,1.0,South,87.0,East,0.0,0.0,0.0,37.0,0.0,37.0,0.0,3.3,151.4917,25.0,207.1751,125.4942,3.5134,2.0875,vessel_2
792,2019-01-30,06:00,2019-01-30,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,295.0,Sailing,10400.0,4.0,South,83.0,East,0.0,0.0,0.0,47.9,0.0,47.9,0.0,3.3,180.7198,24.0,212.2696,159.4368,4.4636,2.6522,vessel_2
794,2019-01-31,07:00,2019-01-31,12:00,25.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,322.0,Sailing,10400.0,8.0,South,79.0,East,0.0,0.0,0.0,48.6,0.0,48.6,0.0,3.3,176.0264,25.0,205.4629,161.6166,4.5246,2.6884,vessel_2
796,2019-02-01,07:00,2019-02-01,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,306.0,Sailing,10500.0,11.0,South,75.0,East,1.8,0.0,1.8,48.0,0.0,48.0,0.0,3.7,179.3724,24.0,226.2538,166.599,4.5196,2.7713,vessel_2
798,2019-02-02,07:00,2019-02-02,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,322.0,Sailing,10500.0,13.0,South,70.0,East,12.8,0.0,12.8,47.9,0.0,47.9,0.0,6.6,178.9987,24.0,233.3053,209.5722,4.8395,3.4861,vessel_2
800,2019-02-03,08:00,2019-02-03,12:00,25.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,333.0,Sailing,10500.0,15.0,South,65.0,East,10.6,0.0,10.6,49.7,0.0,49.7,0.0,5.5,178.2961,25.0,180.1522,204.9012,4.8854,3.4084,vessel_2
802,2019-02-04,08:00,2019-02-04,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,322.0,Sailing,10450.0,18.0,South,60.0,East,0.0,0.0,0.0,47.3,0.0,47.3,0.0,3.2,177.6022,24.0,209.2678,157.257,4.4026,2.6159,vessel_2
804,2019-02-05,08:00,2019-02-05,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,327.0,Sailing,9800.0,20.0,South,55.0,East,0.0,0.0,0.0,45.6,0.0,45.6,0.0,3.3,182.5754,24.0,214.0238,152.2746,4.2631,2.533,vessel_2
806,2019-02-06,09:00,2019-02-06,12:00,25.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,288.0,Sailing,9950.0,22.0,South,51.0,East,0.0,0.0,0.0,44.6,0.0,44.6,0.0,3.3,168.8444,25.0,205.4629,149.1606,4.1759,2.4812,vessel_2
808,2019-02-07,09:00,2019-02-07,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,265.0,Sailing,9000.0,25.0,South,47.0,East,0.0,0.0,0.0,40.6,0.0,40.6,0.0,3.2,177.0056,24.0,209.2678,136.3932,3.8185,2.2688,vessel_2
810,2019-02-08,09:00,2019-02-08,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,291.0,Sailing,9800.0,27.0,South,42.0,East,0.0,0.0,0.0,41.1,0.0,41.1,0.0,3.3,164.5581,24.0,215.8074,138.2616,3.8708,2.2999,vessel_2
812,2019-02-09,09:00,2019-02-09,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,302.0,Sailing,10600.0,29.0,South,37.0,East,0.0,0.0,0.0,48.0,0.0,48.0,0.0,3.2,177.6802,24.0,209.2678,159.4368,4.4636,2.6522,vessel_2
814,2019-02-10,10:00,2019-02-10,12:00,25.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,330.0,Sailing,10300.0,32.0,South,31.0,East,0.0,0.0,0.0,48.0,0.0,48.0,0.0,3.3,175.5411,25.0,207.1751,159.7482,4.4723,2.6573,vessel_2
816,2019-02-11,10:00,2019-02-11,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,289.0,Sailing,8200.0,34.0,South,26.0,East,0.0,0.0,0.0,40.5,0.0,40.5,0.0,3.3,193.796,24.0,215.8074,136.3932,3.8185,2.2688,vessel_2
818,2019-02-12,10:00,2019-02-12,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,267.0,Sailing,8200.0,34.0,South,20.0,East,0.0,0.0,0.0,36.9,0.0,36.9,0.0,3.2,176.5697,24.0,209.2678,124.8714,3.4959,2.0772,vessel_2
820,2019-02-13,10:00,2019-02-13,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,241.0,Sailing,7250.0,33.0,South,17.0,East,0.0,0.0,0.0,34.5,0.0,34.5,0.0,3.3,186.7174,24.0,215.8074,117.7092,3.2954,1.958,vessel_2
822,2019-02-14,10:00,2019-02-14,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,323.0,Sailing,9700.0,29.0,South,12.0,East,0.0,0.0,0.0,42.5,0.0,42.5,0.0,3.3,171.9178,24.0,210.5438,142.6212,3.9928,2.3724,vessel_2
824,2019-02-15,10:00,2019-02-15,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,319.0,Sailing,9800.0,25.0,South,10.0,East,0.0,0.0,0.0,43.0,0.0,43.0,0.0,3.3,172.1654,24.0,210.5438,144.1782,4.0364,2.3983,vessel_2
826,2019-02-16,11:00,2019-02-16,12:00,25.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,327.0,Sailing,9900.0,19.0,South,10.0,East,0.0,0.0,0.0,45.8,0.0,45.8,0.0,3.3,174.263,25.0,202.122,152.8974,4.2805,2.5434,vessel_2
828,2019-02-17,11:00,2019-02-17,12:00,24.0,1901,CNDLC,AOMAL,NoonSea,0.0,0.0,315.0,Sailing,9500.0,14.0,South,10.0,East,0.0,0.0,0.0,42.9,0.0,42.9,0.0,3.3,177.1892,24.0,210.5438,143.8668,4.0277,2.3932,vessel_2
829,2019-02-18,07:00,2019-02-18,08:00,20.0,1901,CNDLC,AOMAL,StoppageArrival,0.0,0.0,267.0,Sailing,10200.0,10.0,South,10.0,East,0.0,0.0,0.0,37.3,0.0,37.3,0.0,2.7,172.1843,20.0,210.1325,124.56,3.4872,2.072,vessel_2
834,2019-02-22,11:00,2019-02-22,12:00,24.0,1901,CNDLC,AOMAL,NoonStoppage,0.0,0.0,0.0,Drifting,0.0,10.0,South,10.0,East,4.2,0.0,4.2,2.0,0.0,2.0,0.0,3.4,0.0,3.0,248.2013,29.8944,0.4997,0.4973,vessel_2
836,2019-02-24,11:00,2019-02-24,12:00,24.0,1901,CNDLC,AOMAL,NoonStoppage,0.0,0.0,0.0,Drifting,0.0,9.0,South,10.0,East,4.4,0.0,4.4,0.3,0.0,0.3,0.0,3.1,0.0,0.2667,253.4102,24.2892,0.3267,0.404,vessel_2
840,2019-02-28,11:00,2019-02-28,12:00,24.0,1901,CNDLC,AOMAL,NoonStoppage,0.0,0.0,0.0,Drifting,0.0,9.0,South,10.0,East,4.5,0.0,4.5,1.0,0.0,1.0,0.0,3.1,0.0,0.0,243.2738,26.7804,0.3884,0.4455,vessel_2
842,2019-03-02,11:00,2019-03-02,12:00,24.0,1901,CNDLC,AOMAL,NoonStoppage,0.0,0.0,0.0,Drifting,0.0,8.0,South,10.0,East,5.8,0.0,5.8,4.0,0.0,4.0,0.0,3.1,0.0,0.0,243.2738,40.1706,0.6589,0.6682,vessel_2
